x,y,response,size,octave
87.00,113.00,46.000000,31.000,0
86.00,109.00,24.000000,31.000,0
82.00,108.00,28.000000,31.000,0
106.00,354.00,7.000000,31.000,0
97.00,352.00,10.000000,31.000,0
102.00,339.00,8.000000,31.000,0
93.00,344.00,9.000000,31.000,0
146.00,74.00,41.000000,31.000,0
136.00,71.00,30.000000,31.000,0
131.00,59.00,25.000000,31.000,0
159.00,58.00,36.000000,31.000,0
149.00,46.00,43.000000,31.000,0
206.00,117.00,33.000000,31.000,0
222.00,102.00,24.000000,31.000,0
213.00,105.00,57.000000,31.000,0
247.00,159.00,85.000000,31.000,0
244.00,154.00,93.000000,31.000,0
299.00,293.00,21.000000,31.000,0
285.00,288.00,13.000000,31.000,0
335.00,336.00,13.000000,31.000,0
323.00,334.00,10.000000,31.000,0
338.00,350.00,11.000000,31.000,0
337.00,343.00,13.000000,31.000,0
348.00,208.00,164.000000,31.000,0
343.00,204.00,67.000000,31.000,0
351.00,172.00,28.000000,31.000,0
342.00,169.00,86.000000,31.000,0
371.00,161.00,89.000000,31.000,0
373.00,153.00,127.000000,31.000,0
442.00,94.00,49.000000,31.000,0
440.00,94.00,30.000000,31.000,0
442.00,87.00,27.000000,31.000,0
440.00,89.00,24.000000,31.000,0
440.00,114.00,23.000000,31.000,0
442.00,108.00,162.000000,31.000,0
441.00,104.00,35.000000,31.000,0
487.00,77.00,75.000000,31.000,0
478.00,75.00,27.000000,31.000,0
477.00,69.00,24.000000,31.000,0
486.00,141.00,88.000000,31.000,0
471.00,142.00,84.000000,31.000,0
619.00,221.00,24.000000,31.000,0
617.00,215.00,51.000000,31.000,0
604.00,219.00,25.000000,31.000,0
625.00,222.00,25.000000,31.000,0
636.00,218.00,38.000000,31.000,0
627.00,217.00,33.000000,31.000,0
692.00,223.00,75.000000,31.000,0
679.00,228.00,32.000000,31.000,0
803.00,242.00,27.000000,31.000,0
792.00,248.00,27.000000,31.000,0
808.00,237.00,53.000000,31.000,0
795.00,231.00,24.000000,31.000,0
818.00,328.00,13.000000,31.000,0
823.00,317.00,16.000000,31.000,0
816.00,322.00,17.000000,31.000,0
825.00,178.00,35.000000,31.000,0
815.00,178.00,22.000000,31.000,0
821.00,167.00,25.000000,31.000,0
818.00,167.00,51.000000,31.000,0
840.00,308.00,16.000000,31.000,0
834.00,312.00,11.000000,31.000,0
846.00,301.00,8.000000,31.000,0
829.00,300.00,11.000000,31.000,0
882.00,330.00,9.000000,31.000,0
873.00,329.00,17.000000,31.000,0
878.00,317.00,10.000000,31.000,0
870.00,317.00,11.000000,31.000,0
882.00,308.00,14.000000,31.000,0
871.00,308.00,14.000000,31.000,0
884.00,303.00,25.000000,31.000,0
981.00,245.00,41.000000,31.000,0
996.00,236.00,25.000000,31.000,0
981.00,238.00,38.000000,31.000,0
1010.00,37.00,111.000000,31.000,0
1002.00,37.00,179.000000,31.000,0
1002.00,25.00,89.000000,31.000,0
1147.00,351.00,14.000000,31.000,0
1135.00,353.00,7.000000,31.000,0
1149.00,339.00,16.000000,31.000,0
1136.00,347.00,10.000000,31.000,0
1168.00,309.00,49.000000,31.000,0
1166.00,303.00,38.000000,31.000,0
1159.00,306.00,60.000000,31.000,0
180.00,120.00,34.000000,31.000,0
176.00,120.00,27.000000,31.000,0
168.00,108.00,43.000000,31.000,0
221.00,57.00,38.000000,31.000,0
213.00,52.00,23.000000,31.000,0
216.00,43.00,25.000000,31.000,0
209.00,38.00,25.000000,31.000,0
217.00,144.00,39.000000,31.000,0
211.00,135.00,31.000000,31.000,0
221.00,128.00,37.000000,31.000,0
